Tweet,Topic
"Tokyo Olympics: Mirabai Chanu win First 🏅 Silver For India 
#IndiaAtTokyoOlympics #MirabaiChanu #Silver… https://t.co/YDemePDjxA",0
"Q1 🇨🇦 0-0 🇩🇪

As expected, Germany has more ball possession in these early minutes of the match. However, the Honam… https://t.co/kfFObLbSCF",16
"#TableTennis
Sutirtha Mukherjee (WR 98) shows incredible comeback from 1-3 down to beat 20-rank-higher opponent Lin… https://t.co/upIKOqdAlc",3
And here comes India with our very first medal at the Tokyo Olympics 2020! Proud of @mirabai_chanu who secured the… https://t.co/tqcRTd2RsD,-1
Yessss lad @pdrinkhall smashed it 🏓 #Tokyo2020,-1
Sweden score again. That's probably the game #SWEvAUS #Tokyo2020,1
Shame nobody can sit on the cedar wood benches in the gymnastic centre #Tokyo2020,8
Well fuck.  #SWEvAUS #Tokyo2020,1
Up at 4am to watch the road race when the most exciting part lasted 15 seconds 5 hours later for silver and bronze #Tokyo2020,5
"@ThumsUpOfficial Speed up your pace and reach your goal the way you want in the journey. If you fall down, no matte… https://t.co/xEAqPmRX4n",5
"No Canadian men swim competing in the men's 400m IM here in Tokyo. 

Maggie Mac Neil and Katerine Savard will be th… https://t.co/LMQVNoXYEw",-1
"Distria Krasniqi, a judoka from #Kosovo, has won the gold medal in Judo at the 2020 Olympics, defeating Japanese at… https://t.co/eXQ3u6Dtk4",20
#OlympicGames at #Tokyo2020 made me look at my stamps issued during such sports events in the past. Here’s a 1934 p… https://t.co/dsSsKXI4SW,-1
#Tokyo2020 #OpeningCeremony #Olympics #TokyoOlympics #SurbhiChandna #NagAshwin #PermissionToDanceRnBRemix… https://t.co/SxtZCdzGuR,-1
"The Olympics is great but it's nothing compared to the Winter Olympics. Skiing, curling and snowboarding -  elite t… https://t.co/q2G39mlpHM",8
How Japanese is Naomi Osaka? And was she the best option to light the cauldron for the Tokyo Games? @WillSwanton do… https://t.co/Stfe5QAkpo,1
"JPN🇯🇵 vs VEN🇻🇪 match statistics. Ishikawa and R. Takahashi with 15 and 11 points(71% efficiency), respectively. 
so… https://t.co/BkWnEiJxkD",1
If Brazil could go ahead and play terribly for the rest of the #Tokyo2020 Olympics so Gabriel Martinelli can come h… https://t.co/B9oqFhhpi9,1
"Everyone is crying in this judo event.
Winners and losers are crying. What the hell is happening.
Gold match. 
Winn… https://t.co/xBmc2ixPKA",-1
"Carlos Yulo (@c_edrielzxs)  will start on Rings

#Tokyo2020 #TokyoOlympics2021",19
"#Tokyo2020 Women Football Result #kIllerPass

China 4-4 Zambia https://t.co/mwrEz79BwW",2
"Medalists of the Men’s Road Race at #Tokyo2020:

🥇CARAPAZ Richard from Ecuador
🥈van AERT Wout from Belgium
🥉POGACAR Tadej from Slovenia",5
"#Miraitowa and #SOMEITY
Fanart

@Olympics @Japan_Olympic @Paralympics @Tokyo2020
#Tokyo2020 #Olympics #OlympicGames… https://t.co/MUHdKh1c7G",-1
"#OlympicGames

#TableTennis 

Paddler @sutirthamukher4 defeated Sweden's Linda Bergstrom 4-3 to progress to the sec… https://t.co/W8VxpKWThE",3
"MIRABAI WINS SILVER!!!

First Medal for India At Tokyo Olympic🇮🇳 

#congratulations #mirabhaichanu  #silver #Tokyo… https://t.co/BTFQyPjtLF",0
"Congratulations to theses ladies for a well deserved result. Just wish they won. 
@FAZFootball should concentrate o… https://t.co/jjtR4IhHDL",-1
@KurtWalker7 @RonanReigns Great start big man. Tough opponent - onwards and upwards! #Tokyo2020,-1
Absolute tears for the local favorite. #Tokyo2020 https://t.co/fU0bdS5wHv,-1
"Female football is useless, in mens football Ronaldo will score one goal and remove a Shirt. Today i watched Barbar… https://t.co/hw24aY4fw9",37
"𝗠𝗜𝗥𝗔𝗕𝗔𝗜 𝗖𝗛𝗔𝗡𝗨!🥈👏🏻 🏋🏻‍♀️ 

Absolutely amazing display of weightlifting.

The way you have transformed yourself after… https://t.co/ECdXejUduQ",38
"Daily life of big city Tokyo.

#tokyo #Tokyo2020 #Olympic #leica 
#leicaphotography
#streetphotography 
#streetsnap… https://t.co/fdxSqlKrQ2",-1
#MirabaiChanu Congratulations 🥳 for winning Silver for India 👏👏 #Tokyo2020 #Weightlifting @mirabai_chanu ✌,0
Djokovic confirms that he swapped shirts with Dellien in the locker room: He said some really nice things to me at the net. #Tokyo2020,-1
"💥 Match Result | #東京2020 | Day 1

🇯🇵 Japan 3 - 0 🇻🇪 Venezuela
(25-21, 25-20, 25-15)

🏐 Top Scorer : 石川祐希 | 15 pts
👉… https://t.co/TOBz1TwJ54",1
...and the Matildas make a change of their own - Raso is off for Fowler. #SWEvAUS #Tokyo2020,1
"GB's Adam Yates finished ninth in a gruelling men's road race, won by Ecuador's Richard Carapaz. Geraint Thomas wit… https://t.co/5NC3HzWxW5",5
"World Record in the 400 IM belongs to none other than the GOAT, Michael Phelps. #Swimming #Tokyo2020",35
Congratulations to #MirabaiChanu for opening India’s medals tally at #Tokyo2020 with a Silver medal. 🇮🇳 #Cheer4India https://t.co/9t7gPMjBkf,-1
"#Boxing 

Vikas Krishan (69kg) to open India's boxing campaign against local favourite Sewonrets Quincy Mensah Okaz… https://t.co/ePnj6g3ldp",4
"#TokyoOlympics2020 

In Badminton Men's Doubles Group A match, Chirag Shetty &amp; Satwik Sairaj Rankireddy defeated Wo… https://t.co/kNVaHkGM1J",26
That's close to a pen I reckon.  #SWEvAUS #Tokyo2020,44
"The nation owes you @mirabai_chanu . You had not just won the medal, you had won our hearts. #MirabaiChanu #Tokyo2020 #Weightlifting",0
I am feeling very Olympic today. How bout you? #Tokyo2020 https://t.co/io8SWWJngq,25
After Rio again a judo gold for Kosovo 👏 #Tokyo2020,20
"#TeamIndia
Olympian and Icon. 👏
@Pvsindhu1 is the first Indian woman to win an Olympic silver medal. 🥈

Tomorrow sh… https://t.co/lZR5TwUIKz",31
"Olympic Channels brought by RTM https://t.co/Ri1NKSeWdJ

#OlympicGamesTokyo2020 #Tokyo2020",10
"11.04am, Day 1. Me: “That’s a foul. Clear foul. I don’t know the rules of this obviously but that has to be a foul.… https://t.co/xkRISaa8Q4",1
1st sleepiness night of #tokyo2020 only 15 more to go. I hope work won't mind me taking a power nap in the afternoon.,25
"Swimming, great sport #Tokyo2020",11
Heartiest congratulations to gritty #MirabaiChanu on winning the country's first medal #Silver🥈🏋🏼‍♀️ for weightlift… https://t.co/ypXfTNLIDd,0
"It’s 5:08 AM but here I am partially alive but fully ready to watch the US men’s gymnastics team 🥰

#Tokyo2020",8
I'm enjoying this contest. Really exciting. Swimming 🏊. #Tokyo2020,11
"Heartfelt congratulations to Mirabai Chanu on winning India’s first medal at #Tokyo2020 
#CASE Cheers For… https://t.co/muFKpWVEol",0
Off to a flying start! Huge congratulations to #MirabaiChanu on winning the silver for weightlifting at the… https://t.co/rtzObhXxlR,0
"The world is beginning to discover the conbini 

#Tokyo2020 https://t.co/LFYAF28GiV",6
What an incredible opening . My heartiest congratulations to Saikhom Mirabai Chanu @mirabai_chanu on winning the Si… https://t.co/SFctLuEYou,0
"That feeling when you score two hat-tricks in two #football games 💃

👀 In fact, Zambian Barbra Banda has become the… https://t.co/rDvh0kcxXw",2
Using #Lámh helps people with #intellectual #disability to communicate about #TeamIreland at #Olympics #Tokyo2020 👍… https://t.co/VNt77d40PR,-1
#Cheer4India What a Great Won Today women single table tennis @manikabatra_TT &amp; @sutirthamukher4  #TeamIndia… https://t.co/yAYrq4QRJ9,0
Is the swimming on @BBCOne now does anyone know #BBCOlympics #Tokyo2020,48
Switching between channels to watch the games 😂😂 #football #swimming #Tokyo2020 #Olympics,-1
This dress was the best part of the #Tokyo2020 #OpeningCeremony https://t.co/HTZDepgPNf,24
"After an impressive start, 🇧🇷 are facing 🇳🇱 in their 2nd game. 

This #Olympics2021 is the 1st appearance and the D… https://t.co/9C9IN9hOwo",-1
Congrats Kosovo for the gold medal at #tokyo2020,20
"Congratulations to🎉 @mirabai_chanu 
For the first silver medal 🥇🏅 In Tokyo in first day #MirabaiChanu #Tokyo2020… https://t.co/oqmxucMpnB",0
"In gymnastics, defending champion Max Whitlock is set to ease through to the pommel horse final with a score of 14.… https://t.co/WtsCzC80qI",8
"First one in the bag!

Congratulations Mirabai Chanu on winning silver in Weightlifting Women's 49kg category, open… https://t.co/RsB6PdPf9b",0
There it is! The first swims of the #Tokyo2020 Olympics! Jose Lopes of Portugal takes the first heat of men's 400 I… https://t.co/MFjeHTB8JJ,35
Urgh please let's not give away penalties with 10min to go. #SWEvAUS #Tokyo2020,1
VAR in the Hockey #Tokyo2020,-1
"Proud of you 🥺💜
#MirabaiChanu #Tokyo2020 https://t.co/bUMBkhqoj9",0
"#QNT about to moon imo, very soon. Wait till Amazon news break.

Follow -  @cryptofy_store 

$QNT #BTC #ETH #XRP… https://t.co/gICPhLNin7",42
These Olympics are sad Really 🤣🤣 #Tokyo2020,6
Heartiest congratulations to Mirabai Chanu for starting  the medal tally for India in the Tokyo Olympics 2020 by wi… https://t.co/vXHjmBu0l6,0
"First medal in weight lifting (49kg category) in 21 years..
Congratulations @WeAreTeamIndia and #MeerabaiChanu… https://t.co/SAom7nTUIa",-1
"Nagal becomes only third Indian to win a singles match at Olympic with victory over Istomin 

READ MORE:… https://t.co/xUEgiQHSC3",17
"Barbra Banda !
That’s the tweet #Tokyo2020",2
Mirabai Chanu has bagged  the first medal for India in the 49kg Weightlifting category. This has started India's jo… https://t.co/hNer6mHvy0,0
#MirabaiChanu @mirabai_chanu First medal for India and it is ladies first. #Tokyo2020 #Cheer4India #cheers4india… https://t.co/ZDRooSPMjM,0
"Team GB's Andy Murray and Joe Salisbury got off to a promising start in the men's doubles, beating French second se… https://t.co/gLJ1H8Nf8Q",52
"“100%, no chance of anyone beating Adam Peaty.” 🥇🇬🇧

@GregJRutherford believes the #TeamGB athlete is swimming’s al… https://t.co/FHxLCUDzEu",57
Congratulations to #MirabaiChanu for opening India’s medals tally at #Tokyo2020 with a Silver medal. 🇮🇳 #Cheer4India https://t.co/tZkNYgBVab,-1
"They lack the tactical awareness and sheer exposure at highest level, but our men's team could learn a few things f… https://t.co/fx4GqIp94Q",-1
"For those watching some swimming at home, Australia has two 400m IM swimmers, Se-Bom Lee in heat two and Brendon Sm… https://t.co/1Ob2WyTXBh",35
Swimming and the running events are def the best events to watch #Tokyo2020,-1
"Recharging your mobile: MobiKwik
Recharging the nation with hope: #MirabaiChanu 

 Congratulations India!
#Tokyo2020 #weightlifting",0
"24 July - #Shooting  / Men's 10m Air Pistol

🥇 Javad Foroughi🇮🇷 
🥈 Damir Mikec🇷🇸
🥉 PANG Wei🇨🇳

Congratulations… https://t.co/QnUu2ZIueu",-1
@OMGyyyyyyyyyx8 Wueh! How comes he managed to be selected to represent IRAN at the #Tokyo2020 #Olympics,-1
"Line Up | #Tokyo2020 
Brazil vs Belanda
Kick Off 18.00 WIB - Vidio/TV

Big Match! https://t.co/T5mw1E08uv",1
"And our winner and Olympic Champion, on the, er… top step, is Richard Carapaz.
#Tokyo2020 #Olympics #CyclingRoad https://t.co/WDN9gKhqCi",5
Just flicked over to the swimming from #SWEvAUS and oh geez. Poor Ian Thorpe. One of our greatest ever athletes has… https://t.co/knCf1zGhFB,-1
Congratulations to Mirabai Chanu on winning Silver medal at the Ongoing Tokyo Olympics. Saikhom Mirabai Chanu… https://t.co/1BL3YvwntV,0
Come on Tornike #Teamnl #Olympics #Tokyo2020 #judo,34
"#TeamIreland Meg Ryan training today, just a day away from becoming an Olympian at the #Tokyo2020  #OlympicGames … https://t.co/d3IpZR25ME",-1
"A proud moment for 🇮🇳. Thank you @mirabai_chanu , we wish you the best. More power to you. 🙏🏼🥈✨
#Tokyo2020 https://t.co/lHmOTtcBM3",0
Just under 15 minutes to play in Saitama and the Swedes make another change: Jakobsson and Angeldal off for Schough… https://t.co/VZFteWClpA,-1
.@DjokerNole launched his quest for Olympic gold with a straight-sets win at #Tokyo2020 as tennis stars toiled in t… https://t.co/Mo1YJ1gYfH,17
So did the Swedish team have a pre tourney camp in Dubai? Or is it the flouro kit that makes them look so tanned? #SWEvAUS #Tokyo2020,1
The shouting at the end of each point is a bit much. #TableTennis #Tokyo2020,3
"Heartiest congratulations @mirabai_chanu. 
Proud moment for the entire Nation. 

#Cheer4India
#Tokyo2020 https://t.co/cWMpukNa8U",-1
@mirabai_chanu @Media_SAI @IndiaSports @RailMinIndia @iosindiaoff @virenrasquinha @imrahultrehan Congratulations ma… https://t.co/TlA6ZoRmr1,0
"WATCH: Family, friends &amp; neighbours burst in cheers as @mirabai_chanu lifts 87kg in snatch &amp; 115 kg in clean &amp; jerk… https://t.co/Y7gThLpUCV",47
"Congratulations Mirabai Chanu on winning silver in Weightlifting Women's 49kg category, opening 🇮🇳's tally at… https://t.co/zlgeekYC3r",0
Somehow I missed this original tweet 🤦🏻‍♂️ but massive congratulations to @CamChalmers400 on Olympic selection! Thi… https://t.co/1sUP1tXu8s,-1
Football in #Australia has come a long way with Big Daddy Seven sticking with @TheMatildas and putting the Swimming… https://t.co/ezaVc4cg37,-1
"An unplayable Zambian women national team captain. 

2 Olympic Games 
2 hattricks 
6 goals. 

#Tokyo2020… https://t.co/IBA8bj9w9w",2
#Tokyo2020 common gaurika and team https://t.co/Qn7ep4GN6d,0
"Congratulations #MirabaiChanu on winning Silver medal for the country!
You have made us all proud.#Tokyo2020 https://t.co/ha8KAk8Gti",0
"I am really happy on winning silver medal in #Tokyo2020 for my country 🇮🇳 
Jai hind https://t.co/6c4J3yoa0b",-1
Djokovic said that the conditions were really tough: I don’t understand why they don’t move the start of the first matches up. #Tokyo2020,17
Well played champs🤟🤟 @Tokyo2020 @BAI_Media #Cheers4India #Tokyo2020 https://t.co/onh7CTFptx,-1
"running   baseball   archery  table tennis   
swimming 
@OKEx

@OKExInsights

@OKEx
＃Tokyo2020
#OKExWeekendQuiz
#Olympics",-1
"Sports wRap:  #Tokyo2020 Olympics recap | Saturday, July 24 https://t.co/sXRG8fumtm",-1
"@BBCSport @adam_peaty Peaty is on fire, I really hope he smashes it today! 🥇 
#Tokyo2020",57
Gold medal from our golden girl Distria #Kosovo🇽🇰 #Tokyo2020 https://t.co/1qO8qFFzjp,-1
"#Tokyo2020 #Olympics #Day1 #ProudMoment @mirabai_chanu #Silver #GoGirl - heart of gold, you did us proud 👏🏻👏🏻",-1
"It’s not coming home

#유도 #Judo
#TOKYO2020",34
".@Amdocs is #Hiring Software (#Java) Engineers in #Pune right now

https://t.co/gTt0YVzj1s

#100DaysOfCode… https://t.co/4NO9Lnkz2M",3
"All the best to #TeamUAE 👍🏻🇦🇪

#TokyoOlympics #Tokyo2020 #Olympics #OlympicGames #UAE #PolicyBazaarUAE https://t.co/tUdkkzPgFP",62
"Congratulations @mirabai_chanu  ji
#MirabaiChanu 
#मीराबाई_चानू 
#Tokyo2020 https://t.co/DdyshPka90",0
Congratulations Mirabai. A proud Nation applauds your medal-winning effort. Best Wishes &amp; Blessings. –Sg… https://t.co/h7FfXeKtAE,-1
When your nights and days cannot be differentiated 😀 #Tokyo2020 https://t.co/YE0hOmHZJ1,25
#Tokyo2020 #Olympics #TokyoOlympics # Question..instead of being Team Great Britain and Northern Ireland..why not T… https://t.co/hqw5UqBRvI,-1
"A bit late: really enjoying @MrAndrewCotter on opening ceremonies, but expected Olive and Mabel among #TeamGB athle… https://t.co/cqZ0XLjPRB",14
"Proud Moment For All Indians. 🇮🇳 Heartiest Congratulations @mirabai_chanu 🥈💐👏🏻

#Tokyo2020 https://t.co/E3l2dOgumN",0
Rewatching the #TokyoOlympics opening ceremony (for bits I missed) and I noticed how they referred to the Japanese… https://t.co/5T8vuESxRy,1
"@nemi121 Mukeshprajapati
@Mppra72
·
22s
Subscribe My Youtube Channel
https://t.co/9dE7lITHrq

#ProudOfindia… https://t.co/1iuA7T7sQ7",-1
"I love watching the #Olympics 

Wall-to-wall sports for days on end, and an opportunity to see athletes and sports… https://t.co/ixXq0Ewea5",-1
"Will Kirby return? 

#Tokyo2020 | 🇯🇵 🇬🇧",6
"Twitter followers before tdy - 10k 
Now - 47k 
Everyone will look after you only after u succeed....😊 Keep working… https://t.co/3XmQn0fV1J",-1
"Printed Team sheet for #TeamGB match kicking off at 11:30am!

Thanks to @DKendallMedia for finding the TSs!… https://t.co/ooWJcf2cQ1",15
"@ianuragthakur @mirabai_chanu First Time India Flag of India will appear Top 10 Olympic medal tally

Best ranking e… https://t.co/xD8sz0X6Fk",-1
"Hello, ASEAN family

Best wishes to the Indonesia🇮🇩 pair! 🙌

The no 1 ranked men’s double players: Kevin Sanjaya Su… https://t.co/KtCgPsauHe",-1
"@mirabai_chanu You make 🇮🇳 proud. 

#TeamIndia #Tokyo2020 https://t.co/bvXrVEKkwN",0
"#Tokyo2020 #Tokyo2021 #TokyoOlympics
https://t.co/qVzcPaKaVH
NHKWORLD_News japantimes NikkeiAsia Reuters guardian A… https://t.co/0kLiSVaiYR",1
"Yeeeeeeeesssss!  😍😍😍😍😍#TeamKosova at #Tokyo2020 

🗓 Day 1
🏅 Gold 1

Thank you Disi, you made your country proud onc… https://t.co/IwkUgkeAeA",56
"🏹 #TiroconArco, mixed team 

Il commento di Luca #DiBella

#Archery #Tokyo2020 #giochiolimpici https://t.co/uYBOk4dVBi",51
Many Many congratulations to #MirabaiChanu for bringing 1st Medal for our country in the #TokyoOlympics2020.Salute… https://t.co/IuhIswVtys,0
